code,name,id,Country,Province,District,longitude,latitude,district_populations,new_boreholes,mother_support_groups,community_gardens
mulungushi_uni,Mulungushi University Clinic,SunFt1gkw6u,Zambia,Central,Kapiri-Mposhi,28.60043,-14.08847,301722,,,136
mulungushi_uni,Mulungushi University Clinic,SunFt1gkw6u,Zambia,Central,Kapiri-Mposhi,28.60043,-14.08847,301722,,5350,
mulwe,Mulwe Health Post,liZpbEIPt6a,Zambia,Luapula,Nchelenge,28.78898,-9.71705,203432,9,,
mulwe,Mulwe Health Post,liZpbEIPt6a,Zambia,Luapula,Nchelenge,28.78898,-9.71705,203432,,,717
mulwe,Mulwe Health Post,liZpbEIPt6a,Zambia,Luapula,Nchelenge,28.78898,-9.71705,203432,,850,
mumbimfumu,Mumbimfumu Rural Health Centre,ZkMxNno3YB3,Zambia,Northern,Kasama,31.45016,-10.49928,306462,12,,
mumbimfumu,Mumbimfumu Rural Health Centre,ZkMxNno3YB3,Zambia,Northern,Kasama,31.45016,-10.49928,306462,,,369
mumbimfumu,Mumbimfumu Rural Health Centre,ZkMxNno3YB3,Zambia,Northern,Kasama,31.45016,-10.49928,306462,,1229,
mumbimukulu,Mumbimukulu Rural Health Centre,j39KjFoz4gt,Zambia,Northern,Kasama,30.77433,-10.99012,306462,12,,
mumbimukulu,Mumbimukulu Rural Health Centre,j39KjFoz4gt,Zambia,Northern,Kasama,30.77433,-10.99012,306462,,,369
mumbimukulu,Mumbimukulu Rural Health Centre,j39KjFoz4gt,Zambia,Northern,Kasama,30.77433,-10.99012,306462,,1229,
munga,Munga Health Post,k9P6cp7EGDQ,Zambia,Central,Kabwe,28.43452,-14.44504,234055,,,1
munga,Munga Health Post,k9P6cp7EGDQ,Zambia,Central,Kabwe,28.43452,-14.44504,234055,23,,
munga,Munga Health Post,k9P6cp7EGDQ,Zambia,Central,Kabwe,28.43452,-14.44504,234055,,793,
mungule,Mungule Rural Health Centre,yubxgIKx72Z,Zambia,Central,Chibombo,28.15649,-15.21821,250702,1,,
mungule,Mungule Rural Health Centre,yubxgIKx72Z,Zambia,Central,Chibombo,28.15649,-15.21821,250702,,,583
mungule,Mungule Rural Health Centre,yubxgIKx72Z,Zambia,Central,Chibombo,28.15649,-15.21821,250702,,6560,
mungulube,Mungulube Rural Health Centre,idcDj0xFL5r,Zambia,Luapula,Samfya,29.55852,-11.37051,209209,3,,
mungulube,Mungulube Rural Health Centre,idcDj0xFL5r,Zambia,Luapula,Samfya,29.55852,-11.37051,209209,,,395
mungulube,Mungulube Rural Health Centre,idcDj0xFL5r,Zambia,Luapula,Samfya,29.55852,-11.37051,209209,,554,
munkombwe,Munkombwe Health Post,TYHoyPF4n96,Zambia,Luapula,Nchelenge,29.134757,-9.134503,203432,9,,
munkombwe,Munkombwe Health Post,TYHoyPF4n96,Zambia,Luapula,Nchelenge,29.134757,-9.134503,203432,,,717
munkombwe,Munkombwe Health Post,TYHoyPF4n96,Zambia,Luapula,Nchelenge,29.134757,-9.134503,203432,,850,
munkonge,Munkonge Rural Health Centre,bCdGGFMIGA2,Zambia,Northern,Kasama,30.687707,-10.302648,306462,12,,
munkonge,Munkonge Rural Health Centre,bCdGGFMIGA2,Zambia,Northern,Kasama,30.687707,-10.302648,306462,,,369
munkonge,Munkonge Rural Health Centre,bCdGGFMIGA2,Zambia,Northern,Kasama,30.687707,-10.302648,306462,,1229,
muntemba,Muntemba Rural Health Centre,gi83OItTINa,Zambia,Central,Chibombo,27.82911,-15.00388,250702,1,,
muntemba,Muntemba Rural Health Centre,gi83OItTINa,Zambia,Central,Chibombo,27.82911,-15.00388,250702,,,583
muntemba,Muntemba Rural Health Centre,gi83OItTINa,Zambia,Central,Chibombo,27.82911,-15.00388,250702,,6560,
munyama,Munyama Health Post,JFXeqikVbVc,Zambia,Central,Kabwe,28.351193,-14.637205,234055,,,1
munyama,Munyama Health Post,JFXeqikVbVc,Zambia,Central,Kabwe,28.351193,-14.637205,234055,23,,
munyama,Munyama Health Post,JFXeqikVbVc,Zambia,Central,Kabwe,28.351193,-14.637205,234055,,793,
mupita,Mupita Health Post,gLqG2iS5zB0,Zambia,Luapula,Mansa,29.08414,-11.26975,253414,5,,
mupita,Mupita Health Post,gLqG2iS5zB0,Zambia,Luapula,Mansa,29.08414,-11.26975,253414,,,210
mupita,Mupita Health Post,gLqG2iS5zB0,Zambia,Luapula,Mansa,29.08414,-11.26975,253414,,4636,
mupofwe,Mupofwe Health Post,nsg02NpU5Ta,Zambia,Luapula,Mansa,29.14578,-11.27498,253414,5,,
mupofwe,Mupofwe Health Post,nsg02NpU5Ta,Zambia,Luapula,Mansa,29.14578,-11.27498,253414,,,210
mupofwe,Mupofwe Health Post,nsg02NpU5Ta,Zambia,Luapula,Mansa,29.14578,-11.27498,253414,,4636,
musa,Musa Rural Health Centre,llsalnAi8of,Zambia,Northern,Kasama,31.20195,-10.21894,306462,12,,
musa,Musa Rural Health Centre,llsalnAi8of,Zambia,Northern,Kasama,31.20195,-10.21894,306462,,,369
musa,Musa Rural Health Centre,llsalnAi8of,Zambia,Northern,Kasama,31.20195,-10.21894,306462,,1229,
musaba,Musaba Rural Health Clinic,u9k7uC062na,Zambia,Luapula,Mansa,29.42516,-11.34536,253414,5,,
musaba,Musaba Rural Health Clinic,u9k7uC062na,Zambia,Luapula,Mansa,29.42516,-11.34536,253414,,,210
musaba,Musaba Rural Health Clinic,u9k7uC062na,Zambia,Luapula,Mansa,29.42516,-11.34536,253414,,4636,
musaika,Musaika Health Post,C6rIiEfZ8Rk,Zambia,Luapula,Mansa,29.2493,-11.35011,253414,5,,
musaika,Musaika Health Post,C6rIiEfZ8Rk,Zambia,Luapula,Mansa,29.2493,-11.35011,253414,,,210
musaika,Musaika Health Post,C6rIiEfZ8Rk,Zambia,Luapula,Mansa,29.2493,-11.35011,253414,,4636,
musaila,Musaila Rural Health Clinic,KC24v7Qda2p,Zambia,Luapula,Mansa,29.48892,-11.3545,253414,5,,
musaila,Musaila Rural Health Clinic,KC24v7Qda2p,Zambia,Luapula,Mansa,29.48892,-11.3545,253414,,,210
musaila,Musaila Rural Health Clinic,KC24v7Qda2p,Zambia,Luapula,Mansa,29.48892,-11.3545,253414,,4636,
musesha,Musesha Health Post,qzQk0oLl71f,Zambia,Luapula,Mansa,28.40197,-11.50938,253414,5,,
musesha,Musesha Health Post,qzQk0oLl71f,Zambia,Luapula,Mansa,28.40197,-11.50938,253414,,,210
musesha,Musesha Health Post,qzQk0oLl71f,Zambia,Luapula,Mansa,28.40197,-11.50938,253414,,4636,
mushili_rhc,Mushili Rural Health Centre,zZgyy5BfNus,Zambia,Luapula,Samfya,29.55256,-12.1447,209209,3,,
mushili_rhc,Mushili Rural Health Centre,zZgyy5BfNus,Zambia,Luapula,Samfya,29.55256,-12.1447,209209,,,395
mushili_rhc,Mushili Rural Health Centre,zZgyy5BfNus,Zambia,Luapula,Samfya,29.55256,-12.1447,209209,,554,
mushili,Mushili Urban Health Centre,HKHrCI833Ll,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,3,,
mushili,Mushili Urban Health Centre,HKHrCI833Ll,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,,,56
mushili,Mushili Urban Health Centre,HKHrCI833Ll,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,,1009,
mushili_uhc,Mushili Urban Health Centre,YYq2a5WBsQs,Zambia,Luapula,Samfya,29.49264,-12.14517,209209,3,,
mushili_uhc,Mushili Urban Health Centre,YYq2a5WBsQs,Zambia,Luapula,Samfya,29.49264,-12.14517,209209,,,395
mushili_uhc,Mushili Urban Health Centre,YYq2a5WBsQs,Zambia,Luapula,Samfya,29.49264,-12.14517,209209,,554,
musipazi,Musipazi Rural Health Centre,OnuPix4Sh5u,Zambia,Northern,Mbala,31.41233,-8.76104,268774,13,,
musipazi,Musipazi Rural Health Centre,OnuPix4Sh5u,Zambia,Northern,Mbala,31.41233,-8.76104,268774,,,124
musipazi,Musipazi Rural Health Centre,OnuPix4Sh5u,Zambia,Northern,Mbala,31.41233,-8.76104,268774,,683,
musopelo,Musopelo Health Post,DESgUVaHhWJ,Zambia,Central,Chibombo,28.08505,-15.26248,250702,1,,
musopelo,Musopelo Health Post,DESgUVaHhWJ,Zambia,Central,Chibombo,28.08505,-15.26248,250702,,,583
musopelo,Musopelo Health Post,DESgUVaHhWJ,Zambia,Central,Chibombo,28.08505,-15.26248,250702,,6560,
musumali,Musumali Health Post,RJ5fXKqYcEC,Zambia,Luapula,Mansa,28.91028,-11.20739,253414,5,,
musumali,Musumali Health Post,RJ5fXKqYcEC,Zambia,Luapula,Mansa,28.91028,-11.20739,253414,,,210
musumali,Musumali Health Post,RJ5fXKqYcEC,Zambia,Luapula,Mansa,28.91028,-11.20739,253414,,4636,
mutaba,Mutaba Urban Health Centre,ja0WXqn23rZ,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,15,,
mutaba,Mutaba Urban Health Centre,ja0WXqn23rZ,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,,,136
mutaba,Mutaba Urban Health Centre,ja0WXqn23rZ,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,,5350,
mutiti,Mutiti Rural Health Clinic,v5Dz54jamQU,Zambia,Luapula,Mansa,29.04582,-11.11428,253414,5,,
mutiti,Mutiti Rural Health Clinic,v5Dz54jamQU,Zambia,Luapula,Mansa,29.04582,-11.11428,253414,,,210
mutiti,Mutiti Rural Health Clinic,v5Dz54jamQU,Zambia,Luapula,Mansa,29.04582,-11.11428,253414,,4636,
mutwewankoko,Mutwewankoko Rural Health Clinic,vXxXf80YM6Q,Zambia,Luapula,Mansa,28.92486,-10.69594,253414,5,,
mutwewankoko,Mutwewankoko Rural Health Clinic,vXxXf80YM6Q,Zambia,Luapula,Mansa,28.92486,-10.69594,253414,,,210
mutwewankoko,Mutwewankoko Rural Health Clinic,vXxXf80YM6Q,Zambia,Luapula,Mansa,28.92486,-10.69594,253414,,4636,
mutwizi,Mutwizi Health Post,KIAPIh0Vm9G,Zambia,Northern,Mbala,31.374,-8.84573,268774,13,,
mutwizi,Mutwizi Health Post,KIAPIh0Vm9G,Zambia,Northern,Mbala,31.374,-8.84573,268774,,,124
mutwizi,Mutwizi Health Post,KIAPIh0Vm9G,Zambia,Northern,Mbala,31.374,-8.84573,268774,,683,
mwachisompola,Mwachisompola Demo Zone Rural Health Centre,LuBsLbRgHrq,Zambia,Central,Chibombo,27.99208,-14.90578,250702,1,,
mwachisompola,Mwachisompola Demo Zone Rural Health Centre,LuBsLbRgHrq,Zambia,Central,Chibombo,27.99208,-14.90578,250702,,,583
mwachisompola,Mwachisompola Demo Zone Rural Health Centre,LuBsLbRgHrq,Zambia,Central,Chibombo,27.99208,-14.90578,250702,,6560,
mwachisompola_,Mwachisompola Rural Health Centre,xLzRX8dhPNL,Zambia,Central,Chibombo,27.95424,-14.91104,250702,1,,
mwachisompola_,Mwachisompola Rural Health Centre,xLzRX8dhPNL,Zambia,Central,Chibombo,27.95424,-14.91104,250702,,,583
mwachisompola_,Mwachisompola Rural Health Centre,xLzRX8dhPNL,Zambia,Central,Chibombo,27.95424,-14.91104,250702,,6560,
mwamba,Mwamba Rural Health Centre,f2vQJNdoERT,Zambia,Northern,Mbala,31.5267,-8.8294,268774,13,,
mwamba,Mwamba Rural Health Centre,f2vQJNdoERT,Zambia,Northern,Mbala,31.5267,-8.8294,268774,,,124
mwamba,Mwamba Rural Health Centre,f2vQJNdoERT,Zambia,Northern,Mbala,31.5267,-8.8294,268774,,683,
mwamba_kasama,Mwamba Rural Health Centre,Mod5V6PeuLb,Zambia,Northern,Kasama,31.19354,-10.1991,306462,12,,
mwamba_kasama,Mwamba Rural Health Centre,Mod5V6PeuLb,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,,369
mwamba_kasama,Mwamba Rural Health Centre,Mod5V6PeuLb,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,1229,
mwanguni,Mwang'uni Rural Health Clinic,AxLe6qEhjbH,Zambia,Luapula,Mansa,28.86917,-11.28489,253414,5,,
mwanguni,Mwang'uni Rural Health Clinic,AxLe6qEhjbH,Zambia,Luapula,Mansa,28.86917,-11.28489,253414,,,210
mwanguni,Mwang'uni Rural Health Clinic,AxLe6qEhjbH,Zambia,Luapula,Mansa,28.86917,-11.28489,253414,,4636,
mwanjuni,Mwanjuni Health Post,sJD7MEx6Fjp,Zambia,Central,Chibombo,28.26858,-15.26072,250702,1,,
mwanjuni,Mwanjuni Health Post,sJD7MEx6Fjp,Zambia,Central,Chibombo,28.26858,-15.26072,250702,,,583
mwanjuni,Mwanjuni Health Post,sJD7MEx6Fjp,Zambia,Central,Chibombo,28.26858,-15.26072,250702,,6560,
mwasha,Mwasha Rural Health Centre,o01Gla8Fn3r,Zambia,Northern,Kasama,30.90181,-10.41753,306462,12,,
mwasha,Mwasha Rural Health Centre,o01Gla8Fn3r,Zambia,Northern,Kasama,30.90181,-10.41753,306462,,,369
mwasha,Mwasha Rural Health Centre,o01Gla8Fn3r,Zambia,Northern,Kasama,30.90181,-10.41753,306462,,1229,
mwekera,Mwekera Urban Health Centre,oo9uO6P7CGl,Zambia,Copperbelt,Kitwe,28.35354,-12.85445,738320,0,,
mwekera,Mwekera Urban Health Centre,oo9uO6P7CGl,Zambia,Copperbelt,Kitwe,28.35354,-12.85445,738320,,,279
mwekera,Mwekera Urban Health Centre,oo9uO6P7CGl,Zambia,Copperbelt,Kitwe,28.35354,-12.85445,738320,,12688,
mwela,Mwela Rural Health Clinic,MzEQx2oJxzP,Zambia,Luapula,Mansa,29.37777,-11.31473,253414,5,,
mwela,Mwela Rural Health Clinic,MzEQx2oJxzP,Zambia,Luapula,Mansa,29.37777,-11.31473,253414,,,210
mwela,Mwela Rural Health Clinic,MzEQx2oJxzP,Zambia,Luapula,Mansa,29.37777,-11.31473,253414,,4636,
mwelebi,Mwelebi Keembe Health Post,m0GuHvAbaMc,Zambia,Central,Chibombo,27.60004,-14.88043,250702,1,,
mwelebi,Mwelebi Keembe Health Post,m0GuHvAbaMc,Zambia,Central,Chibombo,27.60004,-14.88043,250702,,,583
mwelebi,Mwelebi Keembe Health Post,m0GuHvAbaMc,Zambia,Central,Chibombo,27.60004,-14.88043,250702,,6560,
mwenda,Mwenda Health Post,vfNqOKopmUC,Zambia,Northern,Mbala,31.27239,-8.92998,268774,13,,
mwenda,Mwenda Health Post,vfNqOKopmUC,Zambia,Northern,Mbala,31.27239,-8.92998,268774,,,124
mwenda,Mwenda Health Post,vfNqOKopmUC,Zambia,Northern,Mbala,31.27239,-8.92998,268774,,683,
mwingilila,Mwingilila Health Post,IjOn9FYdkYs,Zambia,Northern,Luwingu,30.13998,-10.67582,179554,3,,
mwingilila,Mwingilila Health Post,IjOn9FYdkYs,Zambia,Northern,Luwingu,30.13998,-10.67582,179554,,,283
mwingilila,Mwingilila Health Post,IjOn9FYdkYs,Zambia,Northern,Luwingu,30.13998,-10.67582,179554,,1341,
myooye,Myooye Health Centre,aXDFqOCNA1h,Zambia,Central,Mumbwa,27.34297,-15.21867,242480,8,,
myooye,Myooye Health Centre,aXDFqOCNA1h,Zambia,Central,Mumbwa,27.34297,-15.21867,242480,,,113
myooye,Myooye Health Centre,aXDFqOCNA1h,Zambia,Central,Mumbwa,27.34297,-15.21867,242480,,5250,
nakanjoli,Nakanjoli Health Centre,B33LgOoTUVV,Zambia,Central,Mumbwa,26.75227,-15.15792,242480,8,,
nakanjoli,Nakanjoli Health Centre,B33LgOoTUVV,Zambia,Central,Mumbwa,26.75227,-15.15792,242480,,,113
nakanjoli,Nakanjoli Health Centre,B33LgOoTUVV,Zambia,Central,Mumbwa,26.75227,-15.15792,242480,,5250,
nakoli,Nakoli Urban Health Centre,vq9sKq4n6ie,Zambia,Central,Kabwe,28.44964,-14.40809,234055,,,1
nakoli,Nakoli Urban Health Centre,vq9sKq4n6ie,Zambia,Central,Kabwe,28.44964,-14.40809,234055,23,,
nakoli,Nakoli Urban Health Centre,vq9sKq4n6ie,Zambia,Central,Kabwe,28.44964,-14.40809,234055,,793,
nalubanda,Nalubanda Health Centre,bNS9C8vFUcG,Zambia,Central,Mumbwa,27.07658,-15.41194,242480,8,,
nalubanda,Nalubanda Health Centre,bNS9C8vFUcG,Zambia,Central,Mumbwa,27.07658,-15.41194,242480,,,113
nalubanda,Nalubanda Health Centre,bNS9C8vFUcG,Zambia,Central,Mumbwa,27.07658,-15.41194,242480,,5250,
nalusanga,Nalusanga Health Post,ViDPv6VSxSn,Zambia,Central,Mumbwa,26.71265,-14.97588,242480,8,,
nalusanga,Nalusanga Health Post,ViDPv6VSxSn,Zambia,Central,Mumbwa,26.71265,-14.97588,242480,,,113
nalusanga,Nalusanga Health Post,ViDPv6VSxSn,Zambia,Central,Mumbwa,26.71265,-14.97588,242480,,5250,
naluvwi,Naluvwi Health Post,NnNXmpEPhMU,Zambia,Central,Mumbwa,26.94593,-15.31172,242480,8,,
naluvwi,Naluvwi Health Post,NnNXmpEPhMU,Zambia,Central,Mumbwa,26.94593,-15.31172,242480,,,113
naluvwi,Naluvwi Health Post,NnNXmpEPhMU,Zambia,Central,Mumbwa,26.94593,-15.31172,242480,,5250,
naluyanda,Naluyanda Rural Health Centre,CZNIUbQSkU6,Zambia,Central,Chibombo,28.19832,-15.30746,250702,1,,
naluyanda,Naluyanda Rural Health Centre,CZNIUbQSkU6,Zambia,Central,Chibombo,28.19832,-15.30746,250702,,,583
naluyanda,Naluyanda Rural Health Centre,CZNIUbQSkU6,Zambia,Central,Chibombo,28.19832,-15.30746,250702,,6560,
namabanga,Namabanga Health Centre,y1eIBgH6nUF,Zambia,Central,Mumbwa,27.18216,-15.28086,242480,8,,
namabanga,Namabanga Health Centre,y1eIBgH6nUF,Zambia,Central,Mumbwa,27.18216,-15.28086,242480,,,113
namabanga,Namabanga Health Centre,y1eIBgH6nUF,Zambia,Central,Mumbwa,27.18216,-15.28086,242480,,5250,
namayani,Namayani Health Post,AtTgjlqaNeI,Zambia,Central,Chibombo,27.94764,-15.24334,250702,1,,
namayani,Namayani Health Post,AtTgjlqaNeI,Zambia,Central,Chibombo,27.94764,-15.24334,250702,,,583
namayani,Namayani Health Post,AtTgjlqaNeI,Zambia,Central,Chibombo,27.94764,-15.24334,250702,,6560,
nambala,Nambala Health Centre,KCdpNL5IfKc,Zambia,Central,Mumbwa,27.02991,-15.10686,242480,8,,
nambala,Nambala Health Centre,KCdpNL5IfKc,Zambia,Central,Mumbwa,27.02991,-15.10686,242480,,,113
nambala,Nambala Health Centre,KCdpNL5IfKc,Zambia,Central,Mumbwa,27.02991,-15.10686,242480,,5250,
namukolo,Namukolo Urban Health Centre,wuQpfpXLDuG,Zambia,Northern,Luwingu,29.92393,-10.25499,179554,3,,
namukolo,Namukolo Urban Health Centre,wuQpfpXLDuG,Zambia,Northern,Luwingu,29.92393,-10.25499,179554,,,283
namukolo,Namukolo Urban Health Centre,wuQpfpXLDuG,Zambia,Northern,Luwingu,29.92393,-10.25499,179554,,1341,
namununga,Namununga Health Post,WVgFUClABRL,Zambia,Central,Chibombo,28.14654,-15.17833,250702,1,,
namununga,Namununga Health Post,WVgFUClABRL,Zambia,Central,Chibombo,28.14654,-15.17833,250702,,,583
namununga,Namununga Health Post,WVgFUClABRL,Zambia,Central,Chibombo,28.14654,-15.17833,250702,,6560,
namwandwe,Namwandwe Health Post,z8KcJOuCMkJ,Zambia,Luapula,Mansa,28.88982,-11.19525,253414,5,,
namwandwe,Namwandwe Health Post,z8KcJOuCMkJ,Zambia,Luapula,Mansa,28.88982,-11.19525,253414,,,210
namwandwe,Namwandwe Health Post,z8KcJOuCMkJ,Zambia,Luapula,Mansa,28.88982,-11.19525,253414,,4636,
nangoma,Nangoma Hospital,ytSCKZxZidF,Zambia,Central,Mumbwa,27.36223,-15.12735,242480,8,,
nangoma,Nangoma Hospital,ytSCKZxZidF,Zambia,Central,Mumbwa,27.36223,-15.12735,242480,,,113
nangoma,Nangoma Hospital,ytSCKZxZidF,Zambia,Central,Mumbwa,27.36223,-15.12735,242480,,5250,
natuseko,Natuseko Urban Health Centre,uPzyz35LD9J,Zambia,Central,Kabwe,28.45971,-14.40326,234055,,,1
natuseko,Natuseko Urban Health Centre,uPzyz35LD9J,Zambia,Central,Kabwe,28.45971,-14.40326,234055,23,,
natuseko,Natuseko Urban Health Centre,uPzyz35LD9J,Zambia,Central,Kabwe,28.45971,-14.40326,234055,,793,
nchelenge,Nchelenge Rural Health Centre,SOaMnccIfGT,Zambia,Luapula,Nchelenge,28.74052,-9.31669,203432,9,,
nchelenge,Nchelenge Rural Health Centre,SOaMnccIfGT,Zambia,Luapula,Nchelenge,28.74052,-9.31669,203432,,,717
nchelenge,Nchelenge Rural Health Centre,SOaMnccIfGT,Zambia,Luapula,Nchelenge,28.74052,-9.31669,203432,,850,
ndeke_kapiri,Ndeke Urban Health Centre,ln7LP8RJvXW,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,15,,
ndeke_kapiri,Ndeke Urban Health Centre,ln7LP8RJvXW,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,,,136
ndeke_kapiri,Ndeke Urban Health Centre,ln7LP8RJvXW,Zambia,Central,Kapiri-Mposhi,28.70192,-13.9188,301722,,5350,
ndoba,Ndoba Rural Health Clinic,iDlPHgPMwP2,Zambia,Luapula,Mansa,29.54541,-11.27962,253414,5,,
ndoba,Ndoba Rural Health Clinic,iDlPHgPMwP2,Zambia,Luapula,Mansa,29.54541,-11.27962,253414,,,210
ndoba,Ndoba Rural Health Clinic,iDlPHgPMwP2,Zambia,Luapula,Mansa,29.54541,-11.27962,253414,,4636,
ndoki,Ndoki Rural Health Centre,OvMnZEBR1x0,Zambia,Northern,Luwingu,30.56515,-10.97422,179554,3,,
ndoki,Ndoki Rural Health Centre,OvMnZEBR1x0,Zambia,Northern,Luwingu,30.56515,-10.97422,179554,,,283
ndoki,Ndoki Rural Health Centre,OvMnZEBR1x0,Zambia,Northern,Luwingu,30.56515,-10.97422,179554,,1341,
ngoma,Ngoma Health Post,ye8JWnybJYV,Zambia,Northern,Kasama,31.19354,-10.1991,306462,12,,
ngoma,Ngoma Health Post,ye8JWnybJYV,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,,369
ngoma,Ngoma Health Post,ye8JWnybJYV,Zambia,Northern,Kasama,31.19354,-10.1991,306462,,1229,
ngungu,Ngungu Urban Health Centre,Xh9wnKGVk2X,Zambia,Central,Kabwe,28.44394,-14.39274,234055,,,1
ngungu,Ngungu Urban Health Centre,Xh9wnKGVk2X,Zambia,Central,Kabwe,28.44394,-14.39274,234055,23,,
ngungu,Ngungu Urban Health Centre,Xh9wnKGVk2X,Zambia,Central,Kabwe,28.44394,-14.39274,234055,,793,
ninge,Ninge Rural Health Centre,w1ZtvvvfbsX,Zambia,Luapula,Samfya,29.55761,-11.37118,209209,3,,
ninge,Ninge Rural Health Centre,w1ZtvvvfbsX,Zambia,Luapula,Samfya,29.55761,-11.37118,209209,,,395
ninge,Ninge Rural Health Centre,w1ZtvvvfbsX,Zambia,Luapula,Samfya,29.55761,-11.37118,209209,,554,
njipi,Njipi Rural Health Centre,BMaoK2ykCnr,Zambia,Luapula,Samfya,29.71792,-11.53117,209209,3,,
njipi,Njipi Rural Health Centre,BMaoK2ykCnr,Zambia,Luapula,Samfya,29.71792,-11.53117,209209,,,395
njipi,Njipi Rural Health Centre,BMaoK2ykCnr,Zambia,Luapula,Samfya,29.71792,-11.53117,209209,,554,
njoko,Njoko Health Post,cE6MwUgmdSw,Zambia,Northern,Luwingu,30.54618,-10.73173,179554,3,,
njoko,Njoko Health Post,cE6MwUgmdSw,Zambia,Northern,Luwingu,30.54618,-10.73173,179554,,,283
njoko,Njoko Health Post,cE6MwUgmdSw,Zambia,Northern,Luwingu,30.54618,-10.73173,179554,,1341,
nkhwazi,Nkhwazi Urban Health Centre,tshEgxGc8YH,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,3,,
nkhwazi,Nkhwazi Urban Health Centre,tshEgxGc8YH,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,,,56
nkhwazi,Nkhwazi Urban Health Centre,tshEgxGc8YH,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,,1009,
nkole,Nkole Rural Health Centre,ODUQkbRG4eS,Zambia,Central,Kapiri-Mposhi,28.67111,-13.89551,301722,15,,
nkole,Nkole Rural Health Centre,ODUQkbRG4eS,Zambia,Central,Kapiri-Mposhi,28.67111,-13.89551,301722,,,136
nkole,Nkole Rural Health Centre,ODUQkbRG4eS,Zambia,Central,Kapiri-Mposhi,28.67111,-13.89551,301722,,5350,
nkolemfumu,Nkolemfumu Rural Health Centre,b6GHg6TCiod,Zambia,Northern,Kasama,31.173715,-10.577644,306462,12,,
nkolemfumu,Nkolemfumu Rural Health Centre,b6GHg6TCiod,Zambia,Northern,Kasama,31.173715,-10.577644,306462,,,369
nkolemfumu,Nkolemfumu Rural Health Centre,b6GHg6TCiod,Zambia,Northern,Kasama,31.173715,-10.577644,306462,,1229,
nkosha,Nkosha Health Post,ov8ARAq5pyX,Zambia,Northern,Kaputa,29.23879,-9.13742,94574,0,,
nkosha,Nkosha Health Post,ov8ARAq5pyX,Zambia,Northern,Kaputa,29.23879,-9.13742,94574,,,165
nkosha,Nkosha Health Post,ov8ARAq5pyX,Zambia,Northern,Kaputa,29.23879,-9.13742,94574,,393,
nkungu,Nkungu Health Post,s1y2eKgxIYY,Zambia,Luapula,Samfya,29.48091,-11.466,209209,3,,
nkungu,Nkungu Health Post,s1y2eKgxIYY,Zambia,Luapula,Samfya,29.48091,-11.466,209209,,,395
nkungu,Nkungu Health Post,s1y2eKgxIYY,Zambia,Luapula,Samfya,29.48091,-11.466,209209,,554,
nsanja,Nsanja Health Post,IbQXwRSPggJ,Zambia,Northern,Luwingu,29.96657,-10.3566,179554,3,,
nsanja,Nsanja Health Post,IbQXwRSPggJ,Zambia,Northern,Luwingu,29.96657,-10.3566,179554,,,283
nsanja,Nsanja Health Post,IbQXwRSPggJ,Zambia,Northern,Luwingu,29.96657,-10.3566,179554,,1341,
nsonga,Nsonga Rural Health Clinic,e3XHbQ672pp,Zambia,Luapula,Mansa,29.27183,-11.46404,253414,5,,
nsonga,Nsonga Rural Health Clinic,e3XHbQ672pp,Zambia,Luapula,Mansa,29.27183,-11.46404,253414,,,210
nsonga,Nsonga Rural Health Clinic,e3XHbQ672pp,Zambia,Luapula,Mansa,29.27183,-11.46404,253414,,4636,
ntapwila,Ntapwila Health Post,K0w0fRIQ7wR,Zambia,Central,Chibombo,28.05259,-15.15677,250702,1,,
ntapwila,Ntapwila Health Post,K0w0fRIQ7wR,Zambia,Central,Chibombo,28.05259,-15.15677,250702,,,583
ntapwila,Ntapwila Health Post,K0w0fRIQ7wR,Zambia,Central,Chibombo,28.05259,-15.15677,250702,,6560,
ntumpa,Ntumpa Health Post,IdxcWpYGDur,Zambia,Northern,Kasama,30.98672,-10.4934,306462,12,,
ntumpa,Ntumpa Health Post,IdxcWpYGDur,Zambia,Northern,Kasama,30.98672,-10.4934,306462,,,369
ntumpa,Ntumpa Health Post,IdxcWpYGDur,Zambia,Northern,Kasama,30.98672,-10.4934,306462,,1229,
pamodzi,Pamodzi Urban Health Centre,ufz807UpSTn,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,3,,
pamodzi,Pamodzi Urban Health Centre,ufz807UpSTn,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,,,56
pamodzi,Pamodzi Urban Health Centre,ufz807UpSTn,Zambia,Copperbelt,Ndola,28.64105,-12.96915,574437,,1009,
